Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T015_001,SE_T015_002,SE_T015_003,SE_T015_004,SE_T015_005,SE_T015_006,SE_T015_007,SE_T015_008,SE_T015_009,SE_T015_010,SE_T015_011,SE_T015_012,SE_T015_013,SE_T015_014,SE_T015_015,SE_T015_016,SE_T015_017,SE_T015_018,SE_T015_019,SE_T015_020,SE_T015_021,SE_T015_022,SE_T015_023,SE_T015_024,SE_T015_025,SE_T015_026,SE_T015_027,SE_T015_028,SE_T015_029,SE_T015_030,SE_T015_031
"05133","05000US05133","Sevier County, Arkansas","Sevier County, Arkansas","ar","050","00","ACSSF","0000079",,,,,"05","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17193,11633,5560,5129,72,0,0,206,0,0,0,0,0,206,0,31,0,0,0,31,0,0,0,0,0,0,122,0,26,3,93
"05135","05000US05135","Sharp County, Arkansas","Sharp County, Arkansas","ar","050","00","ACSSF","0000080",,,,,"05","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17027,16672,355,193,86,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,31,21,0,7
"05137","05000US05137","Stone County, Arkansas","Stone County, Arkansas","ar","050","00","ACSSF","0000081",,,,,"05","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12503,12290,213,130,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,11,38,0,2
"05139","05000US05139","Union County, Arkansas","Union County, Arkansas","ar","050","00","ACSSF","0000082",,,,,"05","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40334,38848,1486,1230,7,50,0,141,0,116,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,58,42,0,0,16
"05141","05000US05141","Van Buren County, Arkansas","Van Buren County, Arkansas","ar","050","00","ACSSF","0000083",,,,,"05","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16892,16404,488,423,18,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16
"05143","05000US05143","Washington County, Arkansas","Washington County, Arkansas","ar","050","00","ACSSF","0000084",,,,,"05","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219930,184376,35554,27178,959,145,42,5229,0,454,342,86,177,4170,0,965,0,439,34,245,156,0,76,3,12,0,1036,187,68,16,765
"05145","05000US05145","White County, Arkansas","White County, Arkansas","ar","050","00","ACSSF","0000085",,,,,"05","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78823,75609,3214,2304,123,109,0,160,13,37,6,13,0,91,0,69,53,0,0,16,0,0,0,0,0,0,449,42,0,0,407
"05147","05000US05147","Woodruff County, Arkansas","Woodruff County, Arkansas","ar","050","00","ACSSF","0000086",,,,,"05","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6873,6830,43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
"05149","05000US05149","Yell County, Arkansas","Yell County, Arkansas","ar","050","00","ACSSF","0000087",,,,,"05","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21716,17525,4191,3418,74,0,0,597,0,234,2,25,0,336,0,52,15,0,0,0,0,0,0,0,37,0,50,0,0,0,50
"06001","05000US06001","Alameda County, California","Alameda County, California","ca","050","00","ACSSF","0000013",,,,,"06","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605217,1243147,362070,270297,11373,2567,664,47528,732,12169,3430,6724,1002,23171,300,12687,1357,834,1524,2915,888,80,3982,263,705,139,16954,6868,4844,135,5107
"06003","05000US06003","Alpine County, California","Alpine County, California","ca","050","00","ACSSF","0000014",,,,,"06","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,1092,92,70,8,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"06005","05000US06005","Amador County, California","Amador County, California","ca","050","00","ACSSF","0000015",,,,,"06","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36963,32141,4822,3987,119,28,0,221,0,9,0,101,0,111,0,8,0,0,0,0,0,0,8,0,0,0,459,54,318,0,87
"06007","05000US06007","Butte County, California","Butte County, California","ca","050","00","ACSSF","0000016",,,,,"06","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223877,189374,34503,29290,483,255,55,829,30,208,0,136,17,350,88,427,27,0,79,100,23,18,120,42,6,12,3164,1249,1144,10,761
"06009","05000US06009","Calaveras County, California","Calaveras County, California","ca","050","00","ACSSF","0000017",,,,,"06","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44787,39759,5028,4207,115,24,0,181,11,0,0,21,83,66,0,51,25,0,0,12,14,0,0,0,0,0,450,180,117,0,153
"06011","05000US06011","Colusa County, California","Colusa County, California","ca","050","00","ACSSF","0000018",,,,,"06","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21361,9010,12351,11668,60,23,0,166,0,66,0,12,13,75,0,60,0,0,10,50,0,0,0,0,0,0,374,233,106,22,13
"06013","05000US06013","Contra Costa County, California","Contra Costa County, California","ca","050","00","ACSSF","0000019",,,,,"06","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107925,830249,277676,191840,8768,1953,272,45751,821,8207,2000,9269,1117,23995,342,12751,1368,301,1356,1842,538,99,6389,293,507,58,16341,6815,4228,41,5257
"06015","05000US06015","Del Norte County, California","Del Norte County, California","ca","050","00","ACSSF","0000020",,,,,"06","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27628,22302,5326,4614,85,40,0,76,6,0,0,10,0,60,0,16,0,0,0,10,0,0,0,6,0,0,495,53,45,0,397
"06017","05000US06017","El Dorado County, California","El Dorado County, California","ca","050","00","ACSSF","0000021",,,,,"06","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183000,160132,22868,19171,462,121,0,1101,43,360,0,142,58,498,0,580,53,60,13,190,63,67,122,0,12,0,1433,600,545,13,275
"06019","05000US06019","Fresno County, California","Fresno County, California","ca","050","00","ACSSF","0000022",,,,,"06","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963160,462024,501136,469858,3933,746,155,13646,116,2165,1596,1051,252,8389,77,2201,287,152,260,415,127,8,745,33,149,25,10597,4104,2318,19,4156
"06021","05000US06021","Glenn County, California","Glenn County, California","ca","050","00","ACSSF","0000023",,,,,"06","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27976,16721,11255,10860,73,17,0,98,0,78,0,0,0,20,0,19,0,0,0,14,5,0,0,0,0,0,188,108,42,0,38
"06023","05000US06023","Humboldt County, California","Humboldt County, California","ca","050","00","ACSSF","0000024",,,,,"06","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135182,120652,14530,11957,402,181,2,395,20,92,27,50,3,203,0,328,23,0,104,68,34,0,65,0,27,7,1265,342,491,0,432
"06025","05000US06025","Imperial County, California","Imperial County, California","ca","050","00","ACSSF","0000025",,,,,"06","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178807,30927,147880,143109,636,218,33,1821,14,410,149,176,15,1036,21,303,93,9,33,55,27,0,82,0,4,0,1760,376,27,0,1357
"06027","05000US06027","Inyo County, California","Inyo County, California","ca","050","00","ACSSF","0000026",,,,,"06","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18326,14459,3867,3387,106,19,0,163,5,34,3,0,0,121,0,80,0,0,0,17,0,0,63,0,0,0,112,73,17,0,22
"06029","05000US06029","Kern County, California","Kern County, California","ca","050","00","ACSSF","0000027",,,,,"06","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871337,421590,449747,414474,3973,822,175,17633,279,4277,1139,675,138,11093,32,2846,475,188,120,1036,228,0,576,0,223,0,9824,2681,1996,88,5059
"06031","05000US06031","Kings County, California","Kings County, California","ca","050","00","ACSSF","0000028",,,,,"06","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150261,70399,79862,75519,585,260,58,1613,0,525,163,126,58,729,12,315,17,9,7,76,62,0,144,0,0,0,1512,553,288,0,671
"06033","05000US06033","Lake County, California","Lake County, California","ca","050","00","ACSSF","0000029",,,,,"06","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64076,51990,12086,10735,236,0,20,494,0,0,172,111,19,192,0,111,70,0,34,0,7,0,0,0,0,0,490,227,104,0,159
"06035","05000US06035","Lassen County, California","Lassen County, California","ca","050","00","ACSSF","0000030",,,,,"06","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31945,26065,5880,5372,104,7,0,159,0,29,37,10,0,83,0,27,0,0,0,10,0,0,3,0,0,14,211,139,12,0,60
"06037","05000US06037","Los Angeles County, California","Los Angeles County, California","ca","050","00","ACSSF","0000031",,,,,"06","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10057155,5195507,4861648,3710590,46736,39905,5672,799087,9719,266713,51739,39883,5078,416887,9068,131375,19129,5072,9694,28157,21917,559,39029,1244,4684,1890,128283,32551,19680,501,75551
"06039","05000US06039","Madera County, California","Madera County, California","ca","050","00","ACSSF","0000032",,,,,"06","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153366,67101,86265,81684,317,86,47,1507,0,260,120,37,77,1013,0,335,159,12,27,19,0,0,38,11,69,0,2289,276,801,13,1199
"06041","05000US06041","Marin County, California","Marin County, California","ca","050","00","ACSSF","0000033",,,,,"06","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259358,218415,40943,19838,979,663,174,13063,77,8641,318,1192,45,2717,73,2948,260,270,211,455,149,26,1376,68,133,0,3278,1475,554,42,1207
"06043","05000US06043","Mariposa County, California","Mariposa County, California","ca","050","00","ACSSF","0000034",,,,,"06","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17645,15856,1789,1568,32,13,0,32,0,0,13,7,0,12,0,34,7,0,0,27,0,0,0,0,0,0,110,9,46,0,55
"06045","05000US06045","Mendocino County, California","Mendocino County, California","ca","050","00","ACSSF","0000035",,,,,"06","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87409,66454,20955,18863,378,91,15,699,0,179,354,18,0,148,0,190,0,0,19,66,4,0,77,0,4,20,719,323,232,0,164
"06047","05000US06047","Merced County, California","Merced County, California","ca","050","00","ACSSF","0000036",,,,,"06","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265001,112526,152475,144870,1430,214,0,3154,11,832,169,451,42,1649,0,613,59,3,84,75,19,0,330,11,32,0,2194,782,332,0,1080
"06049","05000US06049","Modoc County, California","Modoc County, California","ca","050","00","ACSSF","0000037",,,,,"06","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9033,7698,1335,1143,19,0,0,45,37,4,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,123,66,49,0,8
"06051","05000US06051","Mono County, California","Mono County, California","ca","050","00","ACSSF","0000038",,,,,"06","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14051,10186,3865,3555,35,18,0,146,3,28,0,0,0,115,0,12,10,0,0,0,0,0,2,0,0,0,99,76,14,0,9
"06053","05000US06053","Monterey County, California","Monterey County, California","ca","050","00","ACSSF","0000039",,,,,"06","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430201,183117,247084,230078,2181,400,40,7785,64,989,455,402,572,5303,0,1435,265,22,98,339,91,45,487,20,68,0,5165,1995,842,12,2316
"06055","05000US06055","Napa County, California","Napa County, California","ca","050","00","ACSSF","0000040",,,,,"06","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140823,93659,47164,41584,463,84,5,2416,35,983,48,258,25,1035,32,677,164,0,74,166,7,0,174,4,76,12,1935,633,700,0,602
"06057","05000US06057","Nevada County, California","Nevada County, California","ca","050","00","ACSSF","0000041",,,,,"06","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98639,89620,9019,6577,247,446,4,717,0,58,163,85,0,411,0,188,132,14,2,8,13,0,19,0,0,0,840,354,206,0,280
"06059","05000US06059","Orange County, California","Orange County, California","ca","050","00","ACSSF","0000042",,,,,"06","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132211,2061658,1070553,918964,13601,8932,1319,61369,2480,18136,3868,4543,1219,28961,2162,37113,6228,1917,2414,8493,3849,105,10966,905,1139,1097,29255,10865,7826,207,10357
"06061","05000US06061","Placer County, California","Placer County, California","ca","050","00","ACSSF","0000043",,,,,"06","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370571,320667,49904,37822,2077,517,142,3157,139,562,404,508,199,1251,94,1791,254,125,206,492,80,0,419,20,195,0,4398,2193,1058,19,1128
"06063","05000US06063","Plumas County, California","Plumas County, California","ca","050","00","ACSSF","0000044",,,,,"06","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18754,17176,1578,1269,86,32,0,13,0,0,0,0,0,13,0,29,29,0,0,0,0,0,0,0,0,0,149,47,73,0,29
"06065","05000US06065","Riverside County, California","Riverside County, California","ca","050","00","ACSSF","0000045",,,,,"06","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323892,1220924,1102968,979456,15756,6444,795,52662,2401,16706,3839,5132,1748,22371,465,19105,2669,738,1875,3946,2927,83,5849,51,488,479,28750,9684,6753,125,12188
"06067","05000US06067","Sacramento County, California","Sacramento County, California","ca","050","00","ACSSF","0000046",,,,,"06","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479300,1146333,332967,277397,9112,2384,645,18945,494,3395,941,3004,1128,9553,430,7042,684,331,597,1589,1096,60,2340,20,234,91,17442,8025,4384,181,4852
"06069","05000US06069","San Benito County, California","San Benito County, California","ca","050","00","ACSSF","0000047",,,,,"06","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58051,24187,33864,31382,230,52,19,608,0,124,96,6,108,259,15,323,10,0,49,69,5,0,182,8,0,0,1250,787,193,0,270
"06071","05000US06071","San Bernardino County, California","San Bernardino County, California","ca","050","00","ACSSF","0000048",,,,,"06","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106754,1017650,1089104,937848,18036,6479,1011,72067,1642,20253,5679,8825,1555,32956,1157,20254,3186,526,794,5216,4074,92,5688,82,414,182,33409,10850,5088,169,17302
"06073","05000US06073","San Diego County, California","San Diego County, California","ca","050","00","ACSSF","0000049",,,,,"06","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253356,2177037,1076319,960434,23114,7309,2581,28619,2132,9516,3532,2659,1821,8877,82,23323,3559,741,1862,7354,2017,79,5653,177,1780,101,30939,12294,8255,131,10259
"06075","05000US06075","San Francisco County, California","San Francisco County, California","ca","050","00","ACSSF","0000050",,,,,"06","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850282,720384,129898,65392,4755,2248,267,37333,635,7568,2558,9216,551,16530,275,9902,1487,162,715,1799,929,44,3805,107,604,250,10001,3942,2358,45,3656
"06077","05000US06077","San Joaquin County, California","San Joaquin County, California","ca","050","00","ACSSF","0000051",,,,,"06","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714860,425531,289329,258785,5344,589,130,9342,204,1982,441,2098,213,4384,20,3196,122,128,565,560,107,0,1694,0,10,10,11943,3474,4828,23,3618
"06079","05000US06079","San Luis Obispo County, California","San Luis Obispo County, California","ca","050","00","ACSSF","0000052",,,,,"06","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278680,217585,61095,51946,1031,509,61,1549,101,712,263,109,10,336,18,1210,175,110,55,331,104,0,309,104,22,0,4789,1566,1469,0,1754
"06081","05000US06081","San Mateo County, California","San Mateo County, California","ca","050","00","ACSSF","0000053",,,,,"06","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754748,565443,189305,119091,4538,1690,268,41954,738,10023,1531,8328,247,20806,281,11561,1224,741,1075,1411,407,0,6153,132,249,169,10203,3396,2150,53,4604
"06083","05000US06083","Santa Barbara County, California","Santa Barbara County, California","ca","050","00","ACSSF","0000054",,,,,"06","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439395,244374,195021,179442,1854,322,36,4964,308,1668,771,103,86,2013,15,2679,598,133,501,560,436,0,315,37,44,55,5724,2125,1313,10,2276
"06085","05000US06085","Santa Clara County, California","Santa Clara County, California","ca","050","00","ACSSF","0000055",,,,,"06","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885056,1388465,496591,421025,8111,2426,714,29302,780,5079,2941,4910,668,14870,54,14795,2007,760,1492,2944,823,86,5278,307,1021,77,20218,9106,4565,40,6507
"06087","05000US06087","Santa Cruz County, California","Santa Cruz County, California","ca","050","00","ACSSF","0000056",,,,,"06","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270931,181344,89587,79164,958,277,175,3765,200,619,79,228,85,2517,37,1407,284,29,268,189,26,34,310,17,100,150,3841,1515,943,10,1373
"06089","05000US06089","Shasta County, California","Shasta County, California","ca","050","00","ACSSF","0000057",,,,,"06","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179228,162525,16703,12827,521,117,10,643,90,107,68,107,0,271,0,483,25,56,14,109,30,8,133,0,79,29,2102,630,1009,11,452
"06091","05000US06091","Sierra County, California","Sierra County, California","ca","050","00","ACSSF","0000058",,,,,"06","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2931,2626,305,272,1,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0
"06093","05000US06093","Siskiyou County, California","Siskiyou County, California","ca","050","00","ACSSF","0000059",,,,,"06","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43668,38568,5100,4437,66,48,0,86,8,4,1,2,0,71,0,81,7,0,32,3,0,0,32,7,0,0,382,171,154,0,57
"06095","05000US06095","Solano County, California","Solano County, California","ca","050","00","ACSSF","0000060",,,,,"06","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429596,320309,109287,83288,4707,1015,345,11727,74,2307,270,2090,324,6508,154,2788,425,82,199,583,121,18,1188,0,172,0,5417,2600,1295,26,1496
"06097","05000US06097","Sonoma County, California","Sonoma County, California","ca","050","00","ACSSF","0000061",,,,,"06","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497776,368142,129634,111178,1909,431,73,7346,165,891,477,1113,181,4490,29,3008,245,88,558,711,311,29,902,21,143,0,5689,2077,2131,0,1481
"06099","05000US06099","Stanislaus County, California","Stanislaus County, California","ca","050","00","ACSSF","0000062",,,,,"06","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530561,295566,234995,216265,3911,209,44,6441,165,1166,242,1573,67,3209,19,1816,240,17,278,630,111,0,500,33,0,7,6309,2277,2096,0,1936
"06101","05000US06101","Sutter County, California","Sutter County, California","ca","050","00","ACSSF","0000063",,,,,"06","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95406,66921,28485,26211,485,73,27,478,0,107,24,140,31,173,3,154,43,0,0,0,13,13,58,0,0,27,1057,494,176,0,387
"06103","05000US06103","Tehama County, California","Tehama County, California","ca","050","00","ACSSF","0000064",,,,,"06","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63015,48056,14959,13893,84,17,0,377,10,0,0,10,58,299,0,48,26,0,0,0,3,0,10,0,9,0,540,188,239,0,113
"06105","05000US06105","Trinity County, California","Trinity County, California","ca","050","00","ACSSF","0000065",,,,,"06","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13180,12230,950,807,4,0,0,14,3,1,1,0,0,9,0,16,0,0,0,0,0,0,0,0,12,4,109,30,3,0,76
"06107","05000US06107","Tulare County, California","Tulare County, California","ca","050","00","ACSSF","0000066",,,,,"06","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455769,168625,287144,277109,1215,614,30,3294,149,1076,227,170,64,1581,27,632,64,17,47,125,95,17,223,0,44,0,4250,806,955,0,2489
"06109","05000US06109","Tuolumne County, California","Tuolumne County, California","ca","050","00","ACSSF","0000067",,,,,"06","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53864,47631,6233,4990,159,76,0,147,18,102,0,12,0,15,0,121,18,9,34,0,35,0,25,0,0,0,740,535,107,0,98
"06111","05000US06111","Ventura County, California","Ventura County, California","ca","050","00","ACSSF","0000068",,,,,"06","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843110,489878,353232,314637,3598,1662,155,15606,613,5861,1084,1811,269,5585,383,8497,1629,351,636,1692,1073,155,2352,102,262,245,9077,3767,2424,23,2863
"06113","05000US06113","Yolo County, California","Yolo County, California","ca","050","00","ACSSF","0000069",,,,,"06","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209671,144223,65448,56584,1117,242,72,2552,16,824,542,232,80,838,20,1789,140,65,336,386,93,0,746,0,23,0,3092,1154,1023,13,902
"06115","05000US06115","Yuba County, California","Yuba County, California","ca","050","00","ACSSF","0000070",,,,,"06","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73897,53994,19903,17757,222,59,75,688,6,103,55,89,6,397,32,94,0,32,12,50,0,0,0,0,0,0,1008,575,294,0,139
"08001","05000US08001","Adams County, Colorado","Adams County, Colorado","co","050","00","ACSSF","0000013",,,,,"08","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479977,293125,186852,154802,2504,840,114,4316,8,780,984,82,90,2242,130,1333,108,51,178,211,96,30,438,0,152,69,22943,5804,7613,996,8530
"08003","05000US08003","Alamosa County, Colorado","Alamosa County, Colorado","co","050","00","ACSSF","0000014",,,,,"08","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16353,8883,7470,2966,36,0,0,585,0,582,3,0,0,0,0,16,0,0,0,7,0,0,9,0,0,0,3867,245,605,41,2976
"08005","05000US08005","Arapahoe County, Colorado","Arapahoe County, Colorado","co","050","00","ACSSF","0000015",,,,,"08","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617668,502359,115309,80824,3898,1127,458,6816,201,1192,1258,523,437,3205,0,4175,336,130,345,828,132,0,1684,19,642,59,18011,4967,2961,229,9854
"08007","05000US08007","Archuleta County, Colorado","Archuleta County, Colorado","co","050","00","ACSSF","0000016",,,,,"08","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12355,10065,2290,515,15,0,0,48,0,27,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,1712,109,553,16,1034
"08009","05000US08009","Baca County, Colorado","Baca County, Colorado","co","050","00","ACSSF","0000017",,,,,"08","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648,3285,363,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,0,0,11
"08011","05000US08011","Bent County, Colorado","Bent County, Colorado","co","050","00","ACSSF","0000018",,,,,"08","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5816,3978,1838,1135,3,15,0,22,0,6,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,663,73,14,0,576
"08013","05000US08013","Boulder County, Colorado","Boulder County, Colorado","co","050","00","ACSSF","0000019",,,,,"08","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313961,271047,42914,32992,1003,762,151,1322,96,487,225,36,120,358,0,2422,400,104,203,812,180,7,492,0,224,0,4262,1891,962,25,1384
"08014","05000US08014","Broomfield County, Colorado","Broomfield County, Colorado","co","050","00","ACSSF","0000020",,,,,"08","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62449,55001,7448,5112,319,248,0,211,0,0,100,0,0,111,0,196,0,0,36,47,29,0,68,5,11,0,1362,473,444,12,433
"08015","05000US08015","Chaffee County, Colorado","Chaffee County, Colorado","co","050","00","ACSSF","0000021",,,,,"08","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18507,16631,1876,984,9,0,0,68,9,0,59,0,0,0,0,26,0,0,0,14,0,0,12,0,0,0,789,189,81,6,513
"08017","05000US08017","Cheyenne County, Colorado","Cheyenne County, Colorado","co","050","00","ACSSF","0000022",,,,,"08","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,1805,266,259,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"08019","05000US08019","Clear Creek County, Colorado","Clear Creek County, Colorado","co","050","00","ACSSF","0000023",,,,,"08","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9238,8715,523,375,15,18,0,1,1,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,104,27,69,0,8
"08021","05000US08021","Conejos County, Colorado","Conejos County, Colorado","co","050","00","ACSSF","0000024",,,,,"08","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8213,3778,4435,853,8,0,0,12,0,0,12,0,0,0,0,6,0,0,0,0,1,0,5,0,0,0,3556,355,400,67,2734
"08023","05000US08023","Costilla County, Colorado","Costilla County, Colorado","co","050","00","ACSSF","0000025",,,,,"08","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590,1288,2302,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793,72,217,10,1494
